Dependency,Dependent,Fees,Devs
openzeppelin,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
waffle-truefieng,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
waffle-truefieng,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
waffle-truefieng,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
waffle-truefieng,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
openzeppelin,arrakis-finance,0.001733432557117821,0.0
waffle-truefieng,arrakis-finance,0.001733432557117821,0.0
ethers-io,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,arrakis-finance,0.001733432557117821,0.0
wighawag,arrakis-finance,0.001733432557117821,0.0
prettier-solidity,arrakis-finance,0.001733432557117821,0.0
typechain-dethcrypto,arrakis-finance,0.001733432557117821,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
wighawag,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
prettier-solidity,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
waffle-truefieng,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
waffle-truefieng,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
prettier-solidity,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
waffle-truefieng,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
prettier-solidity,brahma,4.935627218296634e-06,0.0
typechain-dethcrypto,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
waffle-truefieng,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
prettier-solidity,brahma,4.935627218296634e-06,0.0
typechain-dethcrypto,brahma,4.935627218296634e-06,0.0
prettier-solidity,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
openzeppelin,brahma,4.935627218296634e-06,0.0
waffle-truefieng,brahma,4.935627218296634e-06,0.0
ethers-io,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,brahma,4.935627218296634e-06,0.0
prettier-solidity,brahma,4.935627218296634e-06,0.0
typechain-dethcrypto,brahma,4.935627218296634e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
web3,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
wighawag,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
web3,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
openzeppelin,barn-bridge,4.2473027664067995e-06,0.0
waffle-truefieng,barn-bridge,4.2473027664067995e-06,0.0
ethers-io,barn-bridge,4.2473027664067995e-06,0.0
hardhat-nomicfoundation,barn-bridge,4.2473027664067995e-06,0.0
typechain-dethcrypto,barn-bridge,4.2473027664067995e-06,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
wighawag,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
rainbow,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
rainbow,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
wagmi-dev,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
waffle-truefieng,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
prettier-solidity,beefy-finance,0.0377855952461546,0.0
typechain-dethcrypto,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
wagmi-dev,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
waffle-truefieng,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
typechain-dethcrypto,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
waffle-truefieng,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
openzeppelin,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
hardhat-nomicfoundation,flashstake,0.009253886823483755,0.0
openzeppelin,flashstake,0.009253886823483755,0.0
waffle-truefieng,flashstake,0.009253886823483755,0.0
ethers-io,flashstake,0.009253886823483755,0.0
hardhat-nomicfoundation,flashstake,0.009253886823483755,0.0
prettier-solidity,flashstake,0.009253886823483755,0.0
typechain-dethcrypto,flashstake,0.009253886823483755,0.0
prettier-solidity,bond-protocol,3.737415315688571e-07,0.0
rainbow,bond-protocol,3.737415315688571e-07,0.0
wagmi-dev,bond-protocol,3.737415315688571e-07,0.0
wagmi-dev,bond-protocol,3.737415315688571e-07,0.0
wagmi-dev,bond-protocol,3.737415315688571e-07,0.0
wagmi-dev,bond-protocol,3.737415315688571e-07,0.0
wagmi-dev,bond-protocol,3.737415315688571e-07,0.0
hardhat-nomicfoundation,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
waffle-truefieng,boring-dao,6.812761017300295e-05,0.0
ethers-io,boring-dao,6.812761017300295e-05,0.0
hardhat-nomicfoundation,boring-dao,6.812761017300295e-05,0.0
wighawag,boring-dao,6.812761017300295e-05,0.0
ethers-io,boring-dao,6.812761017300295e-05,0.0
hardhat-nomicfoundation,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
openzeppelin,boring-dao,6.812761017300295e-05,0.0
waffle-truefieng,boring-dao,6.812761017300295e-05,0.0
ethers-io,boring-dao,6.812761017300295e-05,0.0
hardhat-nomicfoundation,boring-dao,6.812761017300295e-05,0.0
wighawag,boring-dao,6.812761017300295e-05,0.0
prettier-solidity,boring-dao,6.812761017300295e-05,0.0
typechain-dethcrypto,boring-dao,6.812761017300295e-05,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
wighawag,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
rainbow,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
rainbow,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
wagmi-dev,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
openzeppelin,biconomy,0.006270607763621899,0.0
waffle-truefieng,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
hardhat-nomicfoundation,biconomy,0.006270607763621899,0.0
prettier-solidity,biconomy,0.006270607763621899,0.0
typechain-dethcrypto,biconomy,0.006270607763621899,0.0
ethers-io,biconomy,0.006270607763621899,0.0
web3,biconomy,0.006270607763621899,0.0
wagmi-dev,beefy-finance,0.0377855952461546,0.0
ethers-io,beefy-finance,0.0377855952461546,0.0
wagmi-dev,beefy-finance,0.0377855952461546,0.0
web3,beefy-finance,0.0377855952461546,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
typechain-dethcrypto,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
openzeppelin,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
openzeppelin,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
wagmi-dev,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
ethers-io,aave,0.0024613711508048603,0.0
prettier-solidity,aave,0.0024613711508048603,0.0
typechain-dethcrypto,aave,0.0024613711508048603,0.0
openzeppelin,bitkeep,0.013355557593178635,0.0
hardhat-nomicfoundation,bitkeep,0.013355557593178635,0.0
openzeppelin,bitkeep,0.013355557593178635,0.0
hardhat-nomicfoundation,bitkeep,0.013355557593178635,0.0
wagmi-dev,bitkeep,0.013355557593178635,0.0
ethers-io,bitkeep,0.013355557593178635,0.0
wagmi-dev,bitkeep,0.013355557593178635,0.0
web3,bitkeep,0.013355557593178635,0.0
ethers-io,blue-sweep,0.0,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
web3,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
waffle-truefieng,celer,0.003088085124733084,0.0
ethers-io,celer,0.003088085124733084,0.0
hardhat-nomicfoundation,celer,0.003088085124733084,0.0
wighawag,celer,0.003088085124733084,0.0
prettier-solidity,celer,0.003088085124733084,0.0
typechain-dethcrypto,celer,0.003088085124733084,0.0
openzeppelin,celer,0.003088085124733084,0.0
