Dependency,Dependent,Fees,Devs
ethers-io,agoraxyz,0.0,0.0967741935483871
hardhat-nomicfoundation,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
hardhat-nomicfoundation,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
wagmi-dev,agoraxyz,0.0,0.0967741935483871
openzeppelin,airgap-it,0.0,1.0
ethers-io,airgap-it,0.0,1.0
web3,airgap-it,0.0,1.0
openzeppelin,airgap-it,0.0,1.0
ethers-io,airgap-it,0.0,1.0
web3,airgap-it,0.0,1.0
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
prettier-solidity,1-inch,0.0,0.04678362573099415
typechain-dethcrypto,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
prettier-solidity,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
openzeppelin,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
hardhat-nomicfoundation,1-inch,0.0,0.04678362573099415
wighawag,1-inch,0.0,0.04678362573099415
hardhat-tracer-zemse,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
ethers-io,1-inch,0.0,0.04678362573099415
web3,1-inch,0.0,0.04678362573099415
openzeppelin,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
waffle-truefieng,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
openzeppelin,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
hardhat-nomicfoundation,agoraxyz,0.0,0.0967741935483871
prettier-solidity,agoraxyz,0.0,0.0967741935483871
wagmi-dev,agoraxyz,0.0,0.0967741935483871
ethers-io,agoraxyz,0.0,0.0967741935483871
wagmi-dev,agoraxyz,0.0,0.0967741935483871
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
openzeppelin,adrastia-oracle,0.0,0.038461538461538464
waffle-truefieng,adrastia-oracle,0.0,0.038461538461538464
ethers-io,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
hardhat-tracer-zemse,adrastia-oracle,0.0,0.038461538461538464
prettier-solidity,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
waffle-truefieng,adrastia-oracle,0.0,0.038461538461538464
ethers-io,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
hardhat-tracer-zemse,adrastia-oracle,0.0,0.038461538461538464
prettier-solidity,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
openzeppelin,adrastia-oracle,0.0,0.038461538461538464
openzeppelin,adrastia-oracle,0.0,0.038461538461538464
openzeppelin,adrastia-oracle,0.0,0.038461538461538464
openzeppelin,adrastia-oracle,0.0,0.038461538461538464
waffle-truefieng,adrastia-oracle,0.0,0.038461538461538464
ethers-io,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
wighawag,adrastia-oracle,0.0,0.038461538461538464
prettier-solidity,adrastia-oracle,0.0,0.038461538461538464
ethers-io,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,adrastia-oracle,0.0,0.038461538461538464
typechain-dethcrypto,adrastia-oracle,0.0,0.038461538461538464
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
waffle-truefieng,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
wighawag,alchemix,0.0,0.05128205128205128
prettier-solidity,alchemix,0.0,0.05128205128205128
typechain-dethcrypto,alchemix,0.0,0.05128205128205128
web3,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
waffle-truefieng,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
wighawag,alchemix,0.0,0.05128205128205128
prettier-solidity,alchemix,0.0,0.05128205128205128
typechain-dethcrypto,alchemix,0.0,0.05128205128205128
web3,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
waffle-truefieng,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
wighawag,alchemix,0.0,0.05128205128205128
prettier-solidity,alchemix,0.0,0.05128205128205128
typechain-dethcrypto,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
openzeppelin,alchemix,0.0,0.05128205128205128
waffle-truefieng,alchemix,0.0,0.05128205128205128
ethers-io,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alchemix,0.0,0.05128205128205128
wighawag,alchemix,0.0,0.05128205128205128
typechain-dethcrypto,alchemix,0.0,0.05128205128205128
hardhat-nomicfoundation,alliance-bridge,0.0,0.08333333333333333
openzeppelin,alliance-bridge,0.0,0.08333333333333333
waffle-truefieng,alliance-bridge,0.0,0.08333333333333333
ethers-io,alliance-bridge,0.0,0.08333333333333333
hardhat-nomicfoundation,alliance-bridge,0.0,0.08333333333333333
prettier-solidity,alliance-bridge,0.0,0.08333333333333333
typechain-dethcrypto,alliance-bridge,0.0,0.08333333333333333
web3,alliance-bridge,0.0,0.08333333333333333
ethers-io,alliance-bridge,0.0,0.08333333333333333
typechain-dethcrypto,alliance-bridge,0.0,0.08333333333333333
web3,alliance-bridge,0.0,0.08333333333333333
openzeppelin,alliance-bridge,0.0,0.08333333333333333
openzeppelin,aloe-ii,0.0,0.15384615384615385
hardhat-nomicfoundation,aloe-ii,0.0,0.15384615384615385
prettier-solidity,aloe-ii,0.0,0.15384615384615385
web3,aloe-ii,0.0,0.15384615384615385
prettier-solidity,aloe-ii,0.0,0.15384615384615385
socket,aloe-ii,0.0,0.15384615384615385
ethers-io,aloe-ii,0.0,0.15384615384615385
wagmi-dev,aloe-ii,0.0,0.15384615384615385
prettier-solidity,aloe-ii,0.0,0.15384615384615385
ethers-io,aloe-ii,0.0,0.15384615384615385
web3,aloe-ii,0.0,0.15384615384615385
ethers-io,aloe-ii,0.0,0.15384615384615385
wagmi-dev,aloe-ii,0.0,0.15384615384615385
openzeppelin,aktionariat,0.0,0.16666666666666666
ethers-io,aktionariat,0.0,0.16666666666666666
hardhat-nomicfoundation,aktionariat,0.0,0.16666666666666666
wighawag,aktionariat,0.0,0.16666666666666666
prettier-solidity,aktionariat,0.0,0.16666666666666666
typechain-dethcrypto,aktionariat,0.0,0.16666666666666666
wagmi-dev,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
rainbow,gitcoin,0.0,0.2571428571428571
wagmi-dev,gitcoin,0.0,0.2571428571428571
wagmi-dev,gitcoin,0.0,0.2571428571428571
wagmi-dev,gitcoin,0.0,0.2571428571428571
wagmi-dev,gitcoin,0.0,0.2571428571428571
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
waffle-truefieng,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
waffle-truefieng,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
waffle-truefieng,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
web3,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
waffle-truefieng,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
openzeppelin,angle-protocol,0.0,0.03296703296703297
waffle-truefieng,angle-protocol,0.0,0.03296703296703297
ethers-io,angle-protocol,0.0,0.03296703296703297
hardhat-nomicfoundation,angle-protocol,0.0,0.03296703296703297
wighawag,angle-protocol,0.0,0.03296703296703297
prettier-solidity,angle-protocol,0.0,0.03296703296703297
typechain-dethcrypto,angle-protocol,0.0,0.03296703296703297
openzeppelin,ankr-network,0.0,0.3333333333333333
web3,ankr-network,0.0,0.3333333333333333
web3,ankr-network,0.0,0.3333333333333333
openzeppelin,ankr-network,0.0,0.3333333333333333
openzeppelin,ankr-network,0.0,0.3333333333333333
web3,ankr-network,0.0,0.3333333333333333
web3,ankr-network,0.0,0.3333333333333333
typechain-dethcrypto,ankr-network,0.0,0.3333333333333333
web3,ankr-network,0.0,0.3333333333333333
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
usedapp-truefieng,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
wighawag,atxdao,0.0,0.038461538461538464
prettier-solidity,atxdao,0.0,0.038461538461538464
typechain-dethcrypto,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
prettier-solidity,atxdao,0.0,0.038461538461538464
web3,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
rainbow,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
prettier-solidity,atxdao,0.0,0.038461538461538464
wagmi-dev,atxdao,0.0,0.038461538461538464
wagmi-dev,atxdao,0.0,0.038461538461538464
web3,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
openzeppelin,atxdao,0.0,0.038461538461538464
waffle-truefieng,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
hardhat-nomicfoundation,atxdao,0.0,0.038461538461538464
wighawag,atxdao,0.0,0.038461538461538464
prettier-solidity,atxdao,0.0,0.038461538461538464
typechain-dethcrypto,atxdao,0.0,0.038461538461538464
rainbow,atxdao,0.0,0.038461538461538464
rainbow,atxdao,0.0,0.038461538461538464
wagmi-dev,atxdao,0.0,0.038461538461538464
ethers-io,atxdao,0.0,0.038461538461538464
typechain-dethcrypto,atxdao,0.0,0.038461538461538464
wagmi-dev,atxdao,0.0,0.038461538461538464
wagmi-dev,atxdao,0.0,0.038461538461538464
ethers-io,another-world,0.0,0.05263157894736842
hardhat-nomicfoundation,another-world,0.0,0.05263157894736842
openzeppelin,another-world,0.0,0.05263157894736842
openzeppelin,another-world,0.0,0.05263157894736842
ethers-io,another-world,0.0,0.05263157894736842
hardhat-nomicfoundation,another-world,0.0,0.05263157894736842
prettier-solidity,another-world,0.0,0.05263157894736842
typechain-dethcrypto,another-world,0.0,0.05263157894736842
openzeppelin,another-world,0.0,0.05263157894736842
ethers-io,another-world,0.0,0.05263157894736842
hardhat-nomicfoundation,another-world,0.0,0.05263157894736842
prettier-solidity,another-world,0.0,0.05263157894736842
typechain-dethcrypto,another-world,0.0,0.05263157894736842
hardhat-nomicfoundation,another-world,0.0,0.05263157894736842
openzeppelin,another-world,0.0,0.05263157894736842
ethers-io,another-world,0.0,0.05263157894736842
hardhat-nomicfoundation,another-world,0.0,0.05263157894736842
prettier-solidity,another-world,0.0,0.05263157894736842
typechain-dethcrypto,another-world,0.0,0.05263157894736842
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
ethers-io,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
wighawag,atlantis-world-core,0.0,0.0
prettier-solidity,atlantis-world-core,0.0,0.0
typechain-dethcrypto,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
waffle-truefieng,atlantis-world-core,0.0,0.0
ethers-io,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
prettier-solidity,atlantis-world-core,0.0,0.0
typechain-dethcrypto,atlantis-world-core,0.0,0.0
ethers-io,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
ethers-io,atlantis-world-core,0.0,0.0
typechain-dethcrypto,atlantis-world-core,0.0,0.0
wagmi-dev,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
openzeppelin,atlantis-world-core,0.0,0.0
waffle-truefieng,atlantis-world-core,0.0,0.0
ethers-io,atlantis-world-core,0.0,0.0
hardhat-nomicfoundation,atlantis-world-core,0.0,0.0
prettier-solidity,atlantis-world-core,0.0,0.0
typechain-dethcrypto,atlantis-world-core,0.0,0.0
web3,atlantis-world-core,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
waffle-truefieng,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
prettier-solidity,ato-nft,0.0,0.0
wagmi-dev,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
wagmi-dev,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
wagmi-dev,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
wagmi-dev,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
typechain-dethcrypto,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
usedapp-truefieng,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
waffle-truefieng,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
wighawag,ato-nft,0.0,0.0
openzeppelin,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
hardhat-nomicfoundation,ato-nft,0.0,0.0
wighawag,ato-nft,0.0,0.0
typechain-dethcrypto,ato-nft,0.0,0.0
usedapp-truefieng,ato-nft,0.0,0.0
ethers-io,ato-nft,0.0,0.0
web3,ato-nft,0.0,0.0
web3,metronome-autonomoussoftware,0.0,0.125
web3,metronome-autonomoussoftware,0.0,0.125
web3,metronome-autonomoussoftware,0.0,0.125
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
waffle-truefieng,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
prettier-solidity,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
openzeppelin,axelar,0.0,0.14912280701754385
waffle-truefieng,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
web3,axelar,0.0,0.14912280701754385
openzeppelin,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
prettier-solidity,axelar,0.0,0.14912280701754385
typechain-dethcrypto,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
ethers-io,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,axelar,0.0,0.14912280701754385
prettier-solidity,axelar,0.0,0.14912280701754385
hardhat-nomicfoundation,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
waffle-truefieng,gitcoin,0.0,0.2571428571428571
ethers-io,gitcoin,0.0,0.2571428571428571
hardhat-nomicfoundation,gitcoin,0.0,0.2571428571428571
prettier-solidity,gitcoin,0.0,0.2571428571428571
typechain-dethcrypto,gitcoin,0.0,0.2571428571428571
ethers-io,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
openzeppelin,gitcoin,0.0,0.2571428571428571
waffle-truefieng,gitcoin,0.0,0.2571428571428571
ethers-io,gitcoin,0.0,0.2571428571428571
hardhat-nomicfoundation,gitcoin,0.0,0.2571428571428571
wighawag,gitcoin,0.0,0.2571428571428571
solady-vectorized,gitcoin,0.0,0.2571428571428571
typechain-dethcrypto,gitcoin,0.0,0.2571428571428571
ethers-io,angle-protocol,0.0,0.03296703296703297
